year,Base case diesel consumed,Modeled solar power (pv)
2016,87685.6031274,86477.223446
2017,87685.6031274,86486.8904834
2018,87685.6031274,86496.4801846
2019,87685.6031274,86505.9931681
2020,87685.6031274,86515.4300478
2021,87685.6031274,86524.7914324
2022,87685.6031274,86534.077926
2023,87685.6031274,86543.2901276
2024,87685.6031274,86552.4286316
2025,87685.6031274,86561.4940276
2026,87685.6031274,86570.4869004
2027,87685.6031274,86579.4078302
2028,87685.6031274,86588.2573926
2029,87685.6031274,86597.0361584
2030,87685.6031274,86605.7446942
2031,87685.6031274,86614.3835617
2032,87685.6031274,86622.9533182
2033,87685.6031274,86631.4545167
2034,87685.6031274,86639.8877055
2035,87685.6031274,86648.2534289
