year,Base case cost,Modeled non-residential energy efficiency
2017,45470899.7792,47036103.6892
2018,47980822.3314,49362856.131
2019,51494713.9045,52697336.907
2020,53251659.6911,54279917.8061
2021,54422956.8821,55281210.2129
2022,55259597.7329,55951985.0424
2023,55928910.4135,56459393.3782
2024,56430894.9239,56803344.3213
2025,57016543.5194,57234615.3382
2026,57769520.2851,57836741.8314
2027,58438832.9657,58358772.9438
2028,58940817.4761,58717003.9432
2029,59610130.1567,59245842.4063
2030,60028450.5821,59527099.1397
2031,60865091.4328,60229673.7338
