year,Base case diesel consumed,Modeled residential energy efficiency
2017,10791503.3085,8222579.83509
2018,10857291.6166,8288368.14322
2019,10905536.3759,8336612.90251
2020,10949395.248,8380471.77459
2021,10994350.5919,8425427.11848
2022,11023955.3305,8455031.85714
2023,11040402.4076,8471478.93417
2024,11059042.4282,8490118.9548
2025,11065621.259,8496697.78562
2026,11075489.5052,8506566.03184
2027,11093033.0541,8524109.58067
2028,11107287.1875,8538363.7141
2029,11064524.7872,8495601.31381
2030,11031630.6332,8462707.15975
2031,11011894.1407,8442970.66731
