year,Base case cost,Modeled diesel efficiency
2019,251657.680976,395291.803255
2020,270071.657632,408129.154862
2021,282347.64207,415477.981302
2022,291116.202383,419727.564406
2023,298131.050633,422470.094509
2024,303392.186821,423703.526769
2025,309530.17904,425817.290399
2026,317421.883321,429606.577606
2027,324436.731571,432678.058614
2028,329697.867759,434232.732013
2029,336712.716009,437457.349748
2030,341096.996166,438364.428889
2031,349865.556478,443329.372801
2032,357757.26076,447567.639094
2033,365648.965041,451874.718032
2034,374417.525354,457046.138875
2035,380555.517573,459891.759
2036,389324.077886,465192.891597
2037,394585.214073,467368.041552
2038,403353.774386,472792.87697
