year,Base case diesel consumed,Modeled non-residential ashp
2017,1152358.09812,-1352716.50821
2018,1152358.09812,-1352716.50821
2019,1152358.09812,-1352716.50821
2020,1152358.09812,-1352716.50821
2021,1152358.09812,-1352716.50821
2022,1152358.09812,-1352716.50821
2023,1152358.09812,-1352716.50821
2024,1152358.09812,-1352716.50821
2025,1152358.09812,-1352716.50821
2026,1152358.09812,-1352716.50821
2027,1152358.09812,-1352716.50821
2028,1152358.09812,-1352716.50821
2029,1152358.09812,-1352716.50821
2030,1152358.09812,-1352716.50821
2031,1152358.09812,-1352716.50821
