year,Base case cost,Modeled non-residential energy efficiency
2017,674080.309664,671470.442415
2018,711287.738796,703298.309851
2019,761132.59074,746520.973751
2020,784649.854891,766112.533477
2021,800445.504209,778753.831017
2022,812730.507369,788288.420478
2023,821504.86437,794715.424799
2024,828173.737034,799255.891066
2025,836247.77152,805053.112557
2026,846074.87069,812545.804406
2027,854849.227691,819110.620303
2028,861518.100356,823785.66819
2029,870644.877009,830675.430094
2030,876961.330021,835152.339266
2031,886788.429192,842803.607113
