year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,70032.0,51782.6242887
2018,70032.0,51782.6242887
2019,70032.0,51782.6242887
2020,70032.0,51782.6242887
2021,70032.0,51782.6242887
2022,70032.0,51782.6242887
2023,70032.0,51782.6242887
2024,70032.0,51782.6242887
2025,70032.0,51782.6242887
2026,70032.0,51782.6242887
2027,70032.0,51782.6242887
2028,70032.0,51782.6242887
2029,70032.0,51782.6242887
2030,70032.0,51782.6242887
2031,70032.0,51782.6242887
2032,,
2033,,
2034,,
2035,,
2036,,
