year,Base case diesel consumed,Modeled non-residential ashp
2017,70032.2516343,52258.0962764
2018,70032.2516343,52258.0962764
2019,70032.2516343,52258.0962764
2020,70032.2516343,52258.0962764
2021,70032.2516343,52258.0962764
2022,70032.2516343,52258.0962764
2023,70032.2516343,52258.0962764
2024,70032.2516343,52258.0962764
2025,70032.2516343,52258.0962764
2026,70032.2516343,52258.0962764
2027,70032.2516343,52258.0962764
2028,70032.2516343,52258.0962764
2029,70032.2516343,52258.0962764
2030,70032.2516343,52258.0962764
2031,70032.2516343,52258.0962764
