year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,52278.7,382705.36,178211.45,64819.68,291374.95,113231.61
2018,55433.6,405816.01,188293.83,67902.67,305471.73,118625.27
2019,59645.2,436630.2,201736.99,72024.56,324502.39,125816.82
2020,61657.04,451336.97,208153.05,73995.62,333312.88,129249.15
2021,62997.05,461141.49,212430.42,75306.98,339304.02,131537.38
2022,64054.84,468845.03,224528.79,76347.97,343885.47,136938.92
2023,64827.44,474447.61,227071.97,77112.1,347057.25,138281.81
2024,65410.75,478649.55,228979.36,77693.49,349524.19,139288.98
2025,66086.86,483551.81,231204.64,78362.2,352695.97,140464.01
2026,66947.5,489854.71,234065.72,79203.36,356220.16,141974.77
2027,67707.85,495457.29,236608.9,79941.09,359391.94,143317.66
2028,68279.52,499659.22,238516.28,80497.4,361858.88,144324.83
2029,69048.31,505261.8,241059.46,81253.2,365383.07,145667.73
2030,69618.83,509463.74,242966.85,81807.09,367497.59,146674.9
2031,70473.81,515766.64,245827.93,82636.28,371021.79,148185.65
2032,,,248689.01,,,149696.41
2033,,,251550.08,,,151207.17
2034,,,254729.06,,,152885.78
2035,,,256636.44,,,153892.95
2036,,,259815.42,,,155571.57
