year,Base case cost,Modeled biomass for heat (cordwood)
2017,382703.988831,432829.070608
2018,405814.548831,448817.135526
2019,436628.628831,470527.075078
2020,451335.348831,480352.192648
2021,461139.828831,486577.117931
2022,468843.348831,491272.579533
2023,474445.908831,494438.014604
2024,478647.828831,496590.699726
2025,483550.068831,499283.576848
2026,489852.948831,503033.948012
2027,495455.508831,506287.822587
2028,499657.428831,508526.874413
2029,505259.988831,511821.920258
2030,509461.908831,514101.178406
2031,515764.788831,517953.314479
2032,,
2033,,
2034,,
2035,,
2036,,
