year,Base case cost,Modeled residential energy efficiency
2017,291443.06303,281093.731641
2018,306919.100477,294063.256981
2019,327553.817073,311556.71279
2020,337402.204539,319631.496015
2021,343967.796184,324848.384308
2022,361467.70956,341188.586987
2023,365353.783853,344103.655368
2024,368268.339572,346176.725472
2025,371668.654578,348688.090533
2026,376040.488157,352064.338371
2027,379926.56245,355024.6394
2028,382841.118169,357141.882013
2029,386727.192462,360123.240212
2030,389641.748181,362261.046468
2031,394013.581761,365689.342273
2032,398385.41534,369127.327321
2033,402757.248919,372574.774513
2034,407614.841785,376458.318007
2035,410529.397504,378643.461612
2036,415386.99037,382544.841226
