year,Base case diesel consumed,Modeled diesel efficiency
2019,86152.1325345,78320.1204859
2020,86152.1325345,78320.1204859
2021,86152.1325345,78320.1204859
2022,86152.1325345,78320.1204859
2023,86015.8158691,78196.1962446
2024,86015.8158691,78196.1962446
2025,86015.8158691,78196.1962446
2026,86015.8158691,78196.1962446
2027,86015.8158691,78196.1962446
2028,86015.8158691,78196.1962446
2029,86152.1325345,78320.1204859
2030,86152.1325345,78320.1204859
2031,86152.1325345,78320.1204859
2032,86152.1325345,78320.1204859
2033,86152.1325345,78320.1204859
2034,86152.1325345,78320.1204859
2035,86152.1325345,78320.1204859
2036,86152.1325345,78320.1204859
2037,86152.1325345,78320.1204859
2038,86152.1325345,78320.1204859
