year,Base case cost,Modeled transmission and interties
2021,537589.307015,
2022,550512.126896,
2023,557382.486832,
2024,565123.91026,
2025,572865.333688,
2026,583187.231593,
2027,591788.813179,
2028,598670.078449,
2029,609095.577019,
2030,615126.226296,
2031,625464.482201,
2032,635802.738105,
2033,646140.994009,
2034,657340.771238,
2035,663371.420516,
2036,674571.197745,
2037,681463.368348,
2038,691801.624252,
2039,701525.091995,
2040,712478.13606,
