year,Base case cost,Modeled non-residential energy efficiency
2017,534258.568873,471698.90715
2018,570711.08278,501255.04808
2019,619050.286005,540717.948144
2020,641238.772731,558443.25258
2021,656295.245866,570252.514798
2022,668181.935184,579441.574719
2023,675313.948775,584691.541609
2024,682445.962365,589957.522649
2025,689577.975956,595239.142506
2026,699087.32741,602513.780404
2027,707011.786955,608484.835472
2028,713351.354591,613151.958152
2029,722068.26009,619811.05001
2030,727615.381772,623847.037585
2031,737124.733226,631192.832604
