year,Base case cost,Modeled residential energy efficiency
2017,328151.990151,330271.5452
2018,349902.861665,350526.131677
2019,378746.408671,377530.090652
2020,391986.069593,389716.234165
2021,400970.125218,397867.820603
2022,408062.800711,404231.191618
2023,398649.199838,394238.306008
2024,402762.934108,397781.368463
2025,406876.668379,401332.841971
2026,412361.647406,406193.174099
2027,416932.463262,410194.431167
2028,420589.115947,413336.425175
2029,440216.262948,432385.963248
2030,443526.178179,435219.873479
2031,449200.318574,440307.637538
2032,454874.458968,445402.526039
2033,460548.599363,450504.372
2034,466695.584791,456062.324037
2035,470005.500021,458931.041142
2036,476152.485449,464502.107973
