year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,8299.33,866080.0,866080.0
2004,,8299.33,298680.0,298680.0
2005,,8299.33,679147.0,679147.0
2006,,8299.33,634242.0,634242.0
2007,,8299.33,630000.0,630000.0
2008,,8299.33,634000.0,634000.0
2009,,8299.33,631000.0,631000.0
2010,,8299.33,0.0,0.0
2011,,8299.33,130600.0,130600.0
2012,,8299.33,688237.0,688237.0
2013,,8299.33,550900.0,550900.0
2014,,8299.33,261300.0,261300.0
2015,,8299.33,423609.0,423609.0
2016,start of forecast,8299.33,632000.0,632000.0
2017,,8299.33,632000.0,632000.0
2018,,8299.33,632000.0,632000.0
2019,,8299.33,632000.0,632000.0
2020,,8299.33,632000.0,632000.0
2021,,8299.33,632000.0,632000.0
2022,,8299.33,632000.0,632000.0
2023,,8299.33,631000.0,631000.0
2024,,8299.33,631000.0,631000.0
2025,,8299.33,631000.0,631000.0
2026,,8299.33,631000.0,631000.0
2027,,8299.33,631000.0,631000.0
2028,,8299.33,631000.0,631000.0
2029,,8299.33,632000.0,632000.0
2030,,8299.33,632000.0,632000.0
2031,,8299.33,632000.0,632000.0
2032,,8299.33,632000.0,632000.0
2033,,8299.33,632000.0,632000.0
2034,,8299.33,632000.0,632000.0
2035,,8299.33,632000.0,632000.0
2036,,8299.33,632000.0,632000.0
2037,,8299.33,632000.0,632000.0
2038,,8299.33,632000.0,632000.0
2039,,8299.33,633000.0,633000.0
2040,,8299.33,632000.0,632000.0
