year,Base case cost,Modeled diesel efficiency
2019,497097.804724,637929.244778
2020,521220.401834,655498.984383
2021,537589.307015,666122.098162
2022,550512.126896,673712.197179
2023,557382.486832,675897.51112
2024,565123.91026,678969.868165
2025,572865.333688,682135.16195
2026,583187.231593,687737.100155
2027,591788.813179,691863.745805
2028,598670.078449,694513.021589
2029,609095.577019,700468.853135
2030,615126.226296,702511.911551
2031,625464.482201,708551.585732
2032,635802.738105,714669.980413
2033,646140.994009,720865.250532
2034,657340.771238,727918.795579
2035,663371.420516,730346.447534
2036,674571.197745,737544.90257
2037,681463.368348,740897.26942
2038,691801.624252,747450.720222
