year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,6139.75086045,3990.8380593
2018,6107.50644748,3969.87919086
2019,6075.30398473,3948.94759007
2020,6038.03220272,3924.72093177
2021,6006.64277541,3904.31780402
2022,5977.1903834,3885.17374921
2023,5948.39654345,3866.45775324
2024,5911.24994625,3842.31246507
2025,5873.72979224,3817.92436495
2026,5841.42611623,3796.92697555
2027,5805.01930804,3773.26255023
2028,5771.48975305,3751.46833948
2029,5738.11534732,3729.77497576
2030,5704.14032082,3707.69120853
2031,5667.33931363,3683.77055386
