year,Base case cost,Modeled solar power (pv)
2016,120666.801902,128633.038998
2017,145049.448788,152686.324452
2018,163565.314261,170967.578388
2019,188882.096142,195956.932975
2020,202060.638267,208997.31248
2021,211519.185973,218367.665112
2022,218796.476759,225589.822913
2023,224421.279291,231183.975311
2024,229793.072565,236533.542393
2025,236087.281061,242798.394333
2026,243081.918453,249749.103419
2027,249244.451831,255883.723215
2028,254872.011957,261491.513211
2029,261772.201752,268357.576981
2030,266913.046522,273487.177076
2031,274570.195894,281104.193071
2032,282314.209478,288808.921275
2033,289825.895762,296282.159172
2034,297737.433187,304156.074328
2035,304158.49101,310561.586377
