year,Base case diesel consumed,Modeled solar power (pv)
2016,54600.3628517,53774.8128449
2017,55151.8816684,54332.9360616
2018,55634.460633,54822.0665911
2019,56048.0997455,55242.2048559
2020,56599.6185622,55800.1708317
2021,57013.2576747,56220.2055261
2022,57426.8967872,56640.1890558
2023,57840.5358997,57060.1218302
2024,58323.1148643,57548.9441073
2025,58874.633681,58106.6562901
2026,59288.2727935,58526.4392217
2027,59770.8517581,59015.1128549
2028,60253.4307227,59503.7377307
2029,60736.0096873,59992.3142392
2030,61218.5886519,60480.8427674
2031,61701.1676165,60969.3236991
2032,62183.7465811,61457.757415
2033,62597.3856936,61877.2044409
2034,63079.9646582,62365.5448555
2035,63631.4834749,62922.7790306
