year,Base case cost,Modeled water and wastewater efficiency
2017,49928.3357708,50815.686333
2018,52560.3048102,52615.9049545
2019,56203.7560582,55103.8078748
2020,57877.6648908,56259.2398046
2021,59041.055677,57065.8020724
2022,59863.61482,57640.3563374
2023,60430.6096378,58041.2692107
2024,60903.8383351,58383.30893
2025,61458.775624,58781.4337334
2026,62184.2848497,59293.0538917
2027,62735.2935049,59688.6120908
2028,63203.288854,60026.3385006
2029,63836.5751241,60476.8585308
2030,64216.6981265,60755.54834
2031,64924.7428472,61259.7178472
