year,Base case diesel consumed,Modeled non-residential ashp
2017,72530.869457,53160.7306167
2018,73782.8737122,54412.7348719
2019,75034.8779675,55664.7391271
2020,77538.8864779,58168.7476376
2021,78790.8907331,59420.7518928
2022,80042.8949884,60672.756148
2023,81294.8992436,61924.7604033
2024,82546.9034988,63176.7646585
2025,83798.9077541,64428.7689137
2026,85050.9120093,65680.773169
2027,87554.9205197,68184.7816794
2028,88806.924775,69436.7859346
2029,90058.9290302,70688.7901899
2030,91310.9332854,71940.7944451
2031,92562.9375407,73192.7987003
