year,Base case cost,Modeled water and wastewater efficiency
2017,71046.0780361,51537.8170781
2018,75883.7177395,54879.1472255
2019,82871.7261651,59722.4110521
2020,86096.0257757,61939.1660305
2021,88423.8998817,63530.9460529
2022,90213.9505435,64748.0640434
2023,91466.0374282,65590.4010041
2024,92359.5688902,66183.181876
2025,93611.2039878,67026.6618705
2026,95041.8087877,67995.7780708
2027,96292.8537073,68840.2340902
2028,97185.4289492,69435.1282764
2029,98616.07495,70406.2998047
2030,99508.8213493,71002.6197688
2031,100938.573941,71974.4234283
