year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,26738.0508903,19786.1576588
2018,26738.0508903,19786.1576588
2019,26738.0508903,19786.1576588
2020,26738.0508903,19786.1576588
2021,26738.0508903,19786.1576588
2022,26738.0508903,19786.1576588
2023,26738.0508903,19786.1576588
2024,26738.0508903,19786.1576588
2025,26738.0508903,19786.1576588
2026,26738.0508903,19786.1576588
2027,26738.0508903,19786.1576588
2028,26738.0508903,19786.1576588
2029,26738.0508903,19786.1576588
2030,26738.0508903,19786.1576588
2031,26738.0508903,19786.1576588
