year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,40107.0,33139.4568504
2018,40107.0,33139.4568504
2019,40107.0,33139.4568504
2020,40107.0,33139.4568504
2021,40107.0,33139.4568504
2022,40107.0,33139.4568504
2023,39033.0,32065.4568504
2024,39033.0,32065.4568504
2025,39033.0,32065.4568504
2026,39033.0,32065.4568504
2027,39033.0,32065.4568504
2028,39032.0,32064.4568504
2029,39032.0,32064.4568504
2030,39032.0,32064.4568504
2031,39032.0,32064.4568504
2032,39032.0,32064.4568504
2033,39031.0,32063.4568504
2034,37959.0,30991.4568504
2035,37959.0,30991.4568504
2036,37958.0,30990.4568504
