year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,726116.1,9307.09,26738.05,4062.11
2018,726116.1,9307.0,26738.05,4062.11
2019,726045.25,9306.9,26738.05,4062.11
2020,726045.25,9306.8,26738.05,4062.11
2021,725974.4,9306.67,26738.05,4062.11
2022,725903.54,9306.53,26738.05,4062.11
2023,725903.54,9306.36,26738.05,2989.38
2024,725832.69,9306.2,26738.05,2989.38
2025,725761.83,9306.01,26738.05,2989.38
2026,725690.98,9305.82,26738.05,2989.38
2027,725620.12,9305.6,26738.05,2989.38
2028,725549.27,9305.38,26738.05,2989.38
2029,725478.41,9305.21,26738.05,2989.38
2030,725407.56,9305.01,26738.05,2989.38
2031,725336.71,9304.79,26738.05,2989.38
2032,725265.85,9304.51,26738.05,2989.38
2033,725195.0,9304.22,26738.05,2989.38
2034,725053.29,9303.94,26738.05,1916.65
2035,724982.43,9303.67,26738.05,1916.65
2036,724911.58,9303.42,26738.05,1916.65
2037,724840.73,9303.19,26738.05,1916.65
2038,724769.87,9302.95,26738.05,1916.65
2039,724628.16,9302.72,26738.05,1916.65
2040,724557.31,9302.47,26738.05,1916.65
