year,Base case diesel consumed,Modeled residential energy efficiency
2017,7880.70016555,6939.23331656
2018,7880.70016555,6939.23331656
2019,7880.70016555,6939.23331656
2020,7880.70016555,6939.23331656
2021,7880.70016555,6939.23331656
2022,7880.70016555,6939.23331656
2023,7880.70016555,6939.23331656
2024,7880.70016555,6939.23331656
2025,7880.70016555,6939.23331656
2026,8712.9984856,7771.53163661
2027,8712.9984856,7771.53163661
2028,8712.9984856,7771.53163661
2029,8712.9984856,7771.53163661
2030,8712.9984856,7771.53163661
2031,8712.9984856,7771.53163661
2032,8712.9984856,7771.53163661
2033,8712.9984856,7771.53163661
2034,8712.9984856,7771.53163661
2035,8712.9984856,7771.53163661
2036,8712.9984856,7771.53163661
