year,Base case cost,Modeled non-residential energy efficiency
2017,1341313.00246,1553981.20501
2018,1473506.14808,1675101.3865
2019,1657107.73922,1843323.86078
2020,1745236.50296,1924070.64843
2021,1803989.01213,1977901.8402
2022,1848053.394,2018275.23403
2023,1881101.6804,2048555.2794
2024,1906805.90316,2072106.4258
2025,1936182.15775,2099022.02168
2026,1972902.47597,2132666.51654
2027,2005950.76238,2162946.56191
2028,2031654.98514,2186497.70831
2029,2064703.27154,2216777.75368
2030,2086735.46248,2236964.45059
2031,2123455.78071,2270608.94545
