year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3140977.79,7745.65,248850.63,7880.7
2018,3140977.79,7743.23,248850.63,7880.7
2019,3140905.25,7741.14,248850.63,7880.7
2020,3140905.25,7738.73,248850.63,7880.7
2021,3140832.71,7736.25,248850.63,7880.7
2022,3140832.71,7734.25,248850.63,7880.7
2023,3140760.16,7732.53,248850.63,7880.7
2024,3140760.16,7730.35,248850.63,7880.7
2025,3140687.62,7728.74,248850.63,7880.7
2026,3140687.62,7726.82,248850.63,8713.0
2027,3140687.62,7725.62,248850.63,8713.0
2028,3140615.08,7723.43,248850.63,8713.0
2029,3140615.08,7721.51,248850.63,8713.0
2030,3140542.53,7719.56,248850.63,8713.0
2031,3140542.53,7716.5,248850.63,8713.0
2032,3140469.99,,,8713.0
2033,3140469.99,,,8713.0
2034,3140397.45,,,8713.0
2035,3140397.45,,,8713.0
2036,3140324.9,,,8713.0
