year,Base case cost,Modeled residential energy efficiency
2017,48361.2405555,48425.0654034
2018,53705.3874576,53430.2842398
2019,61127.8137105,60381.9770682
2020,64690.5783119,63718.7896259
2021,67065.7547129,65943.3313309
2022,68847.1370136,67611.7376098
2023,70183.1737391,68863.0423189
2024,71222.3134145,69836.2793149
2025,72409.901615,70948.5501674
2026,81112.7582489,79557.2601165
2027,82562.8751802,80922.6450313
2028,83690.7439045,81984.6110762
2029,85140.8608357,83349.995991
2030,86107.6054566,84260.2526009
2031,87718.8464913,85777.3469507
2032,89491.2116295,87446.1507355
2033,91102.4526642,88963.2450853
2034,92874.8178023,90632.0488701
2035,94002.6865266,91694.014915
2036,95775.0516648,93362.8186998
