year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,248850.632563,183861.988097
2018,248850.632563,183861.988097
2019,248850.632563,183861.988097
2020,248850.632563,183861.988097
2021,248850.632563,183861.988097
2022,248850.632563,183861.988097
2023,248850.632563,183861.988097
2024,248850.632563,183861.988097
2025,248850.632563,183861.988097
2026,248850.632563,183861.988097
2027,248850.632563,183861.988097
2028,248850.632563,183861.988097
2029,248850.632563,183861.988097
2030,248850.632563,183861.988097
2031,248850.632563,183861.988097
