year,Base case diesel consumed,Modeled residential ashp
2017,9127.24523184,1246.54507417
2018,9127.24523184,1246.54507417
2019,9127.24523184,1246.54507417
2020,9127.24523184,1246.54507417
2021,9127.24523184,1246.54507417
2022,9127.24523184,1246.54507417
2023,9127.24523184,1246.54507417
2024,9127.24523184,1246.54507417
2025,9127.24523184,1246.54507417
2026,10091.1939564,2210.49379872
2027,10091.1939564,2210.49379872
2028,10091.1939564,2210.49379872
2029,10091.1939564,2210.49379872
2030,10091.1939564,2210.49379872
2031,10091.1939564,2210.49379872
