year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5396.20275641,3507.53179167
2018,5397.01586052,3508.06030934
2019,5397.59548467,3508.43706503
2020,5398.17788898,3508.81562784
2021,5398.69667337,3509.15283769
2022,5399.29656844,3509.54276948
2023,5399.67413119,3509.78818527
2024,5400.1031675,3510.06705888
2025,5400.44377834,3510.28845592
2026,5400.8402894,3510.54618811
2027,5401.17682446,3510.7649359
2028,5401.62715739,3511.0576523
2029,5401.96431326,3511.27680362
2030,5402.44738736,3511.59080179
2031,5402.84387144,3511.84851644
