year,Base case cost,Modeled residential energy efficiency
2017,127033.662598,129257.344044
2018,137566.502395,139626.319927
2019,143541.010662,145369.929044
2020,146335.538722,148056.455889
2021,148359.16249,150001.87188
2022,149804.608039,151391.454731
2023,150864.601441,152410.482155
2024,151731.86877,153244.231866
2025,152695.499136,154170.620433
2026,153948.218611,155374.92557
2027,155008.212014,156393.952994
2028,155875.479343,157227.702705
2029,157128.198818,158432.007842
2030,157802.740074,159080.479839
2031,159055.459549,160284.784977
2032,168457.585111,169634.77202
2033,169894.363267,171019.411659
2034,171331.141423,172404.051297
2035,172254.784524,173294.176779
2036,173794.189691,174777.719249
