year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,64426.7108831,47675.7660535
2018,64426.7108831,47675.7660535
2019,64426.7108831,47675.7660535
2020,64426.7108831,47675.7660535
2021,64426.7108831,47675.7660535
2022,64426.7108831,47675.7660535
2023,64426.7108831,47675.7660535
2024,64426.7108831,47675.7660535
2025,64426.7108831,47675.7660535
2026,64426.7108831,47675.7660535
2027,64426.7108831,47675.7660535
2028,64426.7108831,47675.7660535
2029,64426.7108831,47675.7660535
2030,64426.7108831,47675.7660535
2031,64426.7108831,47675.7660535
