year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,6535.68334472,4248.19417407
2018,6534.64564097,4247.51966663
2019,6533.59230891,4246.83500079
2020,6532.38104722,4246.0476807
2021,6530.99790109,4245.14863571
2022,6529.61802098,4244.25171364
2023,6528.29506679,4243.39179342
2024,6526.954136,4242.5201884
2025,6525.41654219,4241.52075242
2026,6523.56713791,4240.31863964
2027,6521.41636902,4238.92063987
2028,6519.0306896,4237.36994824
2029,6516.72007465,4235.86804852
2030,6514.15133613,4234.19836849
2031,6511.36088612,4232.38457597
