year,Base case cost,Modeled water and wastewater efficiency
2017,65372.2314,50315.7246046
2018,69037.6439849,52748.5721763
2019,74075.170977,56131.2119907
2020,76412.0819962,57651.1914789
2021,78032.066843,58678.2693424
2022,79223.1269287,59411.2995448
2023,80046.5955188,59892.5940615
2024,80715.8194986,60269.4154928
2025,81524.9100291,60744.7806711
2026,82494.1419684,61332.623888
2027,83316.2887393,61820.7499394
2028,83970.3230976,62194.605386
2029,84876.9001048,62744.676118
2030,85417.8266812,63043.9793602
2031,86393.2937935,63645.0395723
