year,Base case cost,Modeled residential energy efficiency
2017,238846.691453,238318.796682
2018,253038.739077,251442.66512
2019,272534.242464,269568.757222
2020,271504.465327,267778.185191
2021,277590.83258,273268.916126
2022,282084.12384,277267.74193
2023,285209.003671,279985.692465
2024,277024.058254,271433.336809
2025,279988.834429,274003.786865
2026,283542.638984,277131.319723
2027,286585.952277,279785.07171
2028,277818.94499,270670.013647
2029,281041.355762,273492.443051
2030,271580.759805,263717.369705
2031,274920.885884,266649.122926
2032,266615.851951,257933.822389
2033,269809.870234,260727.861281
2034,261157.466344,251666.019241
2035,263200.39013,253391.879229
2036,254250.261893,244031.533528
