year,Base case diesel consumed,Modeled residential energy efficiency
2017,29349.049072,26892.9520105
2018,29349.049072,26892.9520105
2019,29349.049072,26892.9520105
2020,28154.1699455,25698.0728839
2021,28154.1699455,25698.0728839
2022,28154.1699455,25698.0728839
2023,28154.1699455,25698.0728839
2024,26959.2908189,24503.1937574
2025,26959.2908189,24503.1937574
2026,26959.2908189,24503.1937574
2027,26959.2908189,24503.1937574
2028,25764.4116924,23308.3146308
2029,25764.4116924,23308.3146308
2030,24569.5325658,22113.4355043
2031,24569.5325658,22113.4355043
2032,23374.6534393,20918.5563777
2033,23374.6534393,20918.5563777
2034,22179.7743127,19723.6772512
2035,22179.7743127,19723.6772512
2036,20984.8951862,18528.7981246
