year,Base case cost,Modeled non-residential energy efficiency
2017,1633740.60523,1355412.45734
2018,1710507.3206,1416131.8907
2019,1815961.14934,1500213.29185
2020,1865073.48742,1538528.33978
2021,1899268.52656,1564753.57472
2022,1924513.18632,1583739.15578
2023,1942069.6997,1596510.4004
2024,1956413.25638,1606704.74749
2025,1973740.27286,1619358.99568
2026,1994509.74294,1634845.49653
2027,2012295.75322,1647939.26081
2028,2026639.30991,1658266.36279
2029,2046261.29545,1672916.04097
2030,2058309.88306,1681439.15782
2031,2079538.34696,1697455.23956
