year,annotation,Average Load
2003,,2091.0
2004,,2229.0
2005,,2239.0
2006,,2231.0
2007,,2241.0
2008,,2335.0
2009,,2278.0
2010,,2280.0
2011,,2105.0
2012,,2077.0
2013,,2036.0
2014,start of forecast,2106.0
2015,,2106.0
2016,,2105.0
2017,,2105.0
2018,,2104.0
2019,,2103.0
2020,,2102.0
2021,,2101.0
2022,,2100.0
2023,,2099.0
2024,,2098.0
2025,,2097.0
2026,,2095.0
2027,,2094.0
2028,,2092.0
2029,,2090.0
2030,,2088.0
2031,,2086.0
2032,,2084.0
2033,,2081.0
2034,,2079.0
2035,,2076.0
2036,,2074.0
2037,,2071.0
2038,,2069.0
2039,,2066.0
2040,,2064.0
