year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,18321450.0,3722142.0,14599308.0
2004,,19524749.0,3821032.0,15703717.0
2005,,19611197.0,3656498.0,15954699.0
2006,,19544017.0,3821646.0,15722371.0
2007,,19631708.0,3939289.0,15692419.0
2008,,20454099.0,3930739.0,16523360.0
2009,,19958525.0,3788888.0,16169637.0
2010,,19976813.0,3737513.0,16239300.0
2011,,18436268.0,3383910.0,15052358.0
2012,,18190419.0,3117822.0,15072597.0
2013,,17836419.0,2703547.0,15132872.0
2014,start of forecast,18449454.0,3363512.0,15085942.0
2015,,18446886.0,3360944.0,15085942.0
2016,,18442315.0,3356373.0,15085942.0
2017,,18436163.0,3350220.0,15085942.0
2018,,18429222.0,3343280.0,15085942.0
2019,,18422177.0,3336235.0,15085942.0
2020,,18414076.0,3328133.0,15085942.0
2021,,18404825.0,3318882.0,15085942.0
2022,,18395596.0,3309653.0,15085942.0
2023,,18386747.0,3300805.0,15085942.0
2024,,18377778.0,3291836.0,15085942.0
2025,,18367494.0,3281552.0,15085942.0
2026,,18355125.0,3269183.0,15085942.0
2027,,18340740.0,3254797.0,15085942.0
2028,,18324783.0,3238841.0,15085942.0
2029,,18309329.0,3223387.0,15085942.0
2030,,18292148.0,3206206.0,15085942.0
2031,,18273485.0,3187542.0,15085942.0
2032,,18252844.0,3166902.0,15085942.0
2033,,18231321.0,3145379.0,15085942.0
2034,,18209423.0,3123481.0,15085942.0
2035,,18187460.0,3101518.0,15085942.0
2036,,18165638.0,3079696.0,15085942.0
2037,,18143972.0,3058030.0,15085942.0
2038,,18122206.0,3036264.0,15085942.0
2039,,18100278.0,3014335.0,15085942.0
2040,,18078410.0,2992468.0,15085942.0
