year,Base case diesel consumed,Modeled diesel efficiency
2019,25750.0,23409.0909091
2020,25666.6666667,23333.3333333
2021,25666.6666667,23333.3333333
2022,25666.6666667,23333.3333333
2023,25666.6666667,23333.3333333
2024,25666.6666667,23333.3333333
2025,25666.6666667,23333.3333333
2026,25583.3333333,23257.5757576
2027,25583.3333333,23257.5757576
2028,25583.3333333,23257.5757576
2029,25583.3333333,23257.5757576
2030,25583.3333333,23257.5757576
2031,25500.0,23181.8181818
2032,25500.0,23181.8181818
2033,25500.0,23181.8181818
2034,25500.0,23181.8181818
2035,25500.0,23181.8181818
2036,25500.0,23181.8181818
2037,25416.6666667,23106.0606061
2038,25416.6666667,23106.0606061
