year,Base case cost,Modeled non-residential energy efficiency
2017,77586.1784696,66414.1501811
2018,79404.3026117,68137.76081
2019,81936.6898096,70577.8496553
2020,83105.4839009,71656.5086364
2021,83949.6129669,72412.615134
2022,84598.9430176,72975.9856453
2023,85053.4740532,73346.5718181
2024,85443.0720836,73654.192443
2025,85897.6031191,74028.667419
2026,86417.0671597,74469.9517141
2027,86871.5981952,74848.1353414
2028,87261.1962257,75163.1753565
2029,87715.7272612,75544.8958296
2030,88040.3922866,75798.4567907
2031,88624.7893323,76313.4162733
