year,Base case cost,Modeled residential energy efficiency
2017,209688.413291,194968.524146
2018,218282.272546,200552.666883
2019,230252.290793,208538.3727
2020,225361.153511,201557.273827
2021,229169.10383,203734.735159
2022,232098.296383,205313.323533
2023,223312.841397,195456.893815
2024,224986.331192,196159.462639
2025,215920.790417,186043.484819
2026,218040.075828,187032.57929
2027,208666.440684,176628.093365
2028,210171.879005,177201.794267
2029,200518.158071,166535.901472
2030,190222.581469,155416.491736
2031,192228.66174,156248.887443
2032,182293.684193,145238.483395
2033,184173.725859,145961.828874
2034,174083.530304,134723.133878
2035,175252.865677,135020.963907
2036,177201.757967,135747.515259
