year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,25750.0,0.0,6493.3,30692.35
2018,25750.0,0.0,6493.3,30692.35
2019,25750.0,0.0,6493.3,30692.35
2020,25666.67,0.0,6493.3,29291.93
2021,25666.67,0.0,6493.3,29291.93
2022,25666.67,0.0,6493.3,29291.93
2023,25666.67,0.0,6493.3,27891.5
2024,25666.67,0.0,6493.3,27891.5
2025,25666.67,0.0,6493.3,26491.07
2026,25583.33,0.0,6493.3,26491.07
2027,25583.33,0.0,6493.3,25090.64
2028,25583.33,0.0,6493.3,25090.64
2029,25583.33,0.0,6493.3,23690.21
2030,25583.33,0.0,6493.3,22289.78
2031,25500.0,0.0,6493.3,22289.78
2032,25500.0,0.0,6493.3,20889.35
2033,25500.0,0.0,6493.3,20889.35
2034,25500.0,0.0,6493.3,19488.92
2035,25500.0,0.0,6493.3,19488.92
2036,25500.0,0.0,6493.3,19488.92
2037,25416.67,0.0,6493.3,18088.49
2038,25416.67,0.0,6493.3,18088.49
2039,25416.67,0.0,6493.3,16688.06
2040,25416.67,0.0,6493.3,16688.06
