year,Base case diesel consumed,Modeled residential ashp
2017,180.109685936,-541.901921995
2018,180.109685936,-541.901921995
2019,180.109685936,-541.901921995
2020,180.109685936,-541.901921995
2021,180.109685936,-541.901921995
2022,180.109685936,-541.901921995
2023,180.109685936,-541.901921995
2024,180.109685936,-541.901921995
2025,180.109685936,-541.901921995
2026,180.109685936,-541.901921995
2027,180.109685936,-541.901921995
2028,180.109685936,-541.901921995
2029,180.109685936,-541.901921995
2030,180.109685936,-541.901921995
2031,180.109685936,-541.901921995
