year,Base case cost,Modeled diesel efficiency
2019,424601.851077,616792.453784
2020,445394.209763,635694.598045
2021,460714.895111,649622.493816
2022,471976.92979,659860.70716
2023,478547.374288,665833.838522
2024,485445.379771,672104.752597
2025,493116.07426,679078.111223
2026,501882.582247,687047.663939
2027,509553.276735,694021.022565
2028,516128.157725,699998.187101
2029,524152.292735,707292.855292
2030,529635.057303,712277.186717
2031,538407.480613,720252.116999
2032,548276.456836,729223.913565
2033,557048.880145,737198.843846
2034,567300.134086,746518.165611
2035,574657.316481,753206.513243
2036,583054.856225,760840.640283
2037,590040.112716,767190.873456
2038,600332.773915,776547.838182
