year,Base case diesel consumed,Modeled non-residential ashp
2017,88698.7923818,37944.8533521
2018,88698.7923818,37944.8533521
2019,88698.7923818,37944.8533521
2020,88698.7923818,37944.8533521
2021,88698.7923818,37944.8533521
2022,88698.7923818,37944.8533521
2023,89498.7082126,38744.7691829
2024,89498.7082126,38744.7691829
2025,89498.7082126,38744.7691829
2026,89498.7082126,38744.7691829
2027,89498.7082126,38744.7691829
2028,89498.7082126,38744.7691829
2029,89498.7082126,38744.7691829
2030,89498.7082126,38744.7691829
2031,90298.6240435,39544.6850138
