year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,109359.53,7747.07,169179.8,77323.68
2018,109433.47,7748.4,169179.8,77323.68
2019,109433.47,7749.85,169179.8,77323.68
2020,109433.47,7750.98,169179.8,77323.68
2021,109433.47,7751.14,169179.8,77323.68
2022,109507.41,7752.18,169179.8,77323.68
2023,109507.41,7753.5,169179.8,78021.01
2024,109581.35,7754.02,169179.8,78021.01
2025,109581.35,7754.91,169179.8,78021.01
2026,109581.35,7755.46,169179.8,78021.01
2027,109581.35,7755.46,169179.8,78021.01
2028,109581.35,7755.52,169179.8,78021.01
2029,109655.29,7756.86,169179.8,78021.01
2030,109655.29,7757.93,169179.8,78021.01
2031,109655.29,7758.79,169179.8,78718.34
2032,109655.29,,,78718.34
2033,109655.29,,,78718.34
2034,109729.23,,,78718.34
2035,109877.12,,,79415.67
2036,109803.17,,,79415.67
