year,Base case cost,Modeled non-residential energy efficiency
2017,1195202.65338,1269577.19404
2018,1265514.40242,1335243.77993
2019,1363043.60272,1426329.68939
2020,1406137.90052,1466576.9517
2021,1437891.59364,1496232.8292
2022,1460572.80301,1517415.59884
2023,1474181.52863,1530125.26063
2024,1487790.25425,1542834.92241
2025,1503667.10081,1557662.86116
2026,1521812.0683,1574609.07687
2027,1537688.91486,1589437.01562
2028,1551297.64049,1602146.67741
2029,1567174.48704,1616974.61615
2030,1578515.09173,1627566.00097
2031,1596660.05923,1644512.21669
