year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5749.43960442,3737.13574287
2018,5756.29743745,3741.59333434
2019,5760.086291,3744.05608915
2020,5764.33751587,3746.81938531
2021,5769.74264462,3750.33271901
2022,5774.45543105,3753.39603018
2023,5779.80738576,3756.87480074
2024,5784.62948939,3760.0091681
2025,5789.59977858,3763.23985608
2026,5794.21512423,3766.23983075
2027,5799.76250032,3769.84562521
2028,5805.75011437,3773.73757434
2029,5805.20568766,3773.38369698
2030,5806.61952359,3774.30269033
2031,5810.99869008,3777.14914855
