year,Base case diesel consumed,Modeled non-residential ashp
2017,136811.683126,120497.463626
2018,137857.03367,121542.81417
2019,138902.384214,122588.164714
2020,138902.384214,122588.164714
2021,139947.734758,123633.515258
2022,140993.085302,124678.865802
2023,140993.085302,124678.865802
2024,142038.435846,125724.216346
2025,143083.786391,126769.56689
2026,143083.786391,126769.56689
2027,144129.136935,127814.917435
2028,145174.487479,128860.267979
2029,145174.487479,128860.267979
2030,145174.487479,128860.267979
2031,146219.838023,129905.618523
