year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,54380.731667,40241.7414336
2018,54380.731667,40241.7414336
2019,54380.731667,40241.7414336
2020,54380.731667,40241.7414336
2021,54380.731667,40241.7414336
2022,54380.731667,40241.7414336
2023,54380.731667,40241.7414336
2024,54380.731667,40241.7414336
2025,54380.731667,40241.7414336
2026,54380.731667,40241.7414336
2027,54380.731667,40241.7414336
2028,54380.731667,40241.7414336
2029,54380.731667,40241.7414336
2030,54380.731667,40241.7414336
2031,54380.731667,40241.7414336
