year,Base case diesel consumed,Modeled non-residential ashp
2017,3798.98036378,-4459.67260096
2018,3798.98036378,-4459.67260096
2019,3798.98036378,-4459.67260096
2020,3798.98036378,-4459.67260096
2021,3798.98036378,-4459.67260096
2022,3798.98036378,-4459.67260096
2023,3798.98036378,-4459.67260096
2024,3798.98036378,-4459.67260096
2025,3798.98036378,-4459.67260096
2026,3798.98036378,-4459.67260096
2027,3798.98036378,-4459.67260096
2028,3798.98036378,-4459.67260096
2029,3798.98036378,-4459.67260096
2030,3798.98036378,-4459.67260096
2031,3798.98036378,-4459.67260096
