year,Base case diesel consumed,Modeled residential ashp
2017,2562.71741509,-6516.89856666
2018,2562.71741509,-6516.89856666
2019,2562.71741509,-6516.89856666
2020,2562.71741509,-6516.89856666
2021,2562.71741509,-6516.89856666
2022,2562.71741509,-6516.89856666
2023,2750.19536114,-6329.42062061
2024,2937.67330719,-6141.94267457
2025,3125.15125323,-5954.46472852
2026,3125.15125323,-5954.46472852
2027,3312.62919928,-5766.98678247
2028,3312.62919928,-5766.98678247
2029,4250.01892951,-4829.59705224
2030,4999.9307137,-4079.68526805
2031,5562.36455184,-3517.25142991
