year,Base case diesel consumed,Modeled diesel efficiency
2019,49601.603576,45092.3668873
2020,49683.8616251,45167.1469319
2021,49848.3777232,45316.7070211
2022,49930.6357722,45391.4870657
2023,50095.1518703,45541.0471548
2024,50177.4099194,45615.8271994
2025,50341.9260175,45765.3872886
2026,50506.4421156,45914.9473778
2027,50670.9582137,46064.507467
2028,50835.4743118,46214.0675561
2029,50999.9904099,46363.6276453
2030,51164.506508,46513.1877345
2031,51246.764557,46587.9677791
2032,51411.2806551,46737.5278683
2033,51575.7967532,46887.0879574
2034,51740.3128513,47036.6480466
2035,51904.8289494,47186.2081358
2036,52069.3450475,47335.768225
2037,52233.8611456,47485.3283142
2038,52316.1191946,47560.1083588
