year,Base case diesel consumed,Modeled non-residential ashp
2017,69821.064077,59418.6147348
2018,69821.064077,59418.6147348
2019,71791.0947792,61388.645437
2020,71791.0947792,61388.645437
2021,73761.1254814,63358.6761392
2022,73761.1254814,63358.6761392
2023,75731.1561837,65328.7068414
2024,75731.1561837,65328.7068414
2025,77701.1868859,67298.7375437
2026,79671.2175881,69268.7682459
2027,79671.2175881,69268.7682459
2028,81641.2482903,71238.7989481
2029,83611.2789925,73208.8296503
2030,83611.2789925,73208.8296503
2031,85581.3096948,75178.8603525
