year,Base case cost,Modeled solar power (pv)
2016,124451.492727,129853.809303
2017,148803.165567,153839.041283
2018,166602.984801,171386.782432
2019,191462.189803,195890.588048
2020,203206.994047,207483.901863
2021,211855.605324,216036.532343
2022,218196.878325,222313.54416
2023,223424.377342,227500.324195
2024,226801.892836,230860.111879
2025,232076.278941,236095.313101
2026,237380.277943,241360.96757
2027,242713.889843,246657.06435
2028,247060.405155,250981.17001
2029,252449.952529,256334.714465
2030,256334.177605,260204.823653
2031,261870.966886,265700.053948
2032,267852.772213,271641.190628
2033,273867.480759,277616.109284
2034,280432.495654,284135.394249
2035,284957.510932,288642.655993
