year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34674.8311061,25659.3750185
2018,34674.8311061,25659.3750185
2019,34674.8311061,25659.3750185
2020,34674.8311061,25659.3750185
2021,34674.8311061,25659.3750185
2022,34674.8311061,25659.3750185
2023,34674.8311061,25659.3750185
2024,34674.8311061,25659.3750185
2025,34674.8311061,25659.3750185
2026,34674.8311061,25659.3750185
2027,34674.8311061,25659.3750185
2028,34674.8311061,25659.3750185
2029,34674.8311061,25659.3750185
2030,34674.8311061,25659.3750185
2031,34674.8311061,25659.3750185
