year,Base case diesel consumed,Modeled residential ashp
2017,69821.064077,33580.4424578
2018,69821.064077,33580.4424578
2019,71791.0947792,35550.4731601
2020,71791.0947792,35550.4731601
2021,73761.1254814,37520.5038623
2022,73761.1254814,37520.5038623
2023,75731.1561837,39490.5345645
2024,75731.1561837,39490.5345645
2025,77701.1868859,41460.5652667
2026,79671.2175881,43430.5959689
2027,79671.2175881,43430.5959689
2028,81641.2482903,45400.6266712
2029,83611.2789925,47370.6573734
2030,83611.2789925,47370.6573734
2031,85581.3096948,49340.6880756
