year,Base case cost,Modeled water and wastewater efficiency
2017,85019.4856592,84304.1508017
2018,90115.2831691,86821.8226559
2019,97244.9168408,90343.6130327
2020,100619.818846,92013.3675198
2021,102989.847074,93188.025206
2022,104781.112192,94077.0757454
2023,106136.934618,94751.1231673
2024,107061.880782,95212.8839256
2025,108427.023907,95892.3468523
2026,109799.902767,96576.318963
2027,111177.849411,97263.2234505
2028,112268.651035,97808.6605105
2029,113649.561746,98497.2100205
2030,114596.645769,98971.772782
2031,116122.356537,99731.6518399
