year,Base case diesel consumed,Modeled non-residential ashp
2017,210733.679663,125329.351107
2018,213415.188997,128010.86044
2019,217437.452997,132033.12444
2020,220118.96233,134714.633773
2021,222800.471663,137396.143107
2022,226822.735663,141418.407107
2023,229504.244997,144099.91644
2024,232185.75433,146781.425773
2025,236208.01833,150803.689773
2026,238889.527663,153485.199107
2027,241571.036997,156166.70844
2028,244252.54633,158848.217773
2029,248274.81033,162870.481773
2030,252297.07433,166892.745773
2031,254978.583663,169574.255107
