year,Base case cost,Modeled non-residential energy efficiency
2017,184317.955996,216932.752205
2018,198271.721277,229626.793637
2019,217707.322917,247307.779917
2020,226677.600598,255468.235123
2021,233156.134478,261361.897217
2022,237641.273318,265442.12482
2023,241129.714638,268615.635178
2024,243621.458439,270882.428291
2025,246611.550999,273602.580026
2026,250598.341079,277229.449007
2027,254086.782399,280402.959365
2028,256578.526199,282669.752478
2029,260565.316279,286296.621458
2030,262558.711319,288110.055948
2031,266545.5014,291736.924929
